asset_id,b,kappa,half_life_days,mu,sigma_eps,n_obs
A002280,0.453022,0.791814,0.875392,7.535333,42.394485,484
A002281,0.163319,1.812047,0.382522,2.274008,6.778225,484
A002282,1e-06,13.815511,0.050172,0.051046,0.414088,484
A002283,0.26969,1.310481,0.528926,3.121847,10.615799,484
A002284,0.081093,2.512159,0.275917,0.000895,1.375046,484
A002285,0.152918,1.877856,0.369116,7.131132,41.33608,484
A002286,0.173823,1.749719,0.396148,2.833053,7.134834,484
A002287,0.034218,3.374999,0.205377,1.194937,5.147555,484
A002288,0.020125,3.90579,0.177467,-0.052766,3.338258,484
A002289,0.030443,3.491897,0.198502,0.118501,0.86411,484
A002290,0.135851,1.996196,0.347234,3.181271,17.684961,484
A002291,0.061365,2.79092,0.248358,-0.024647,4.832763,484
A002292,0.217756,1.524382,0.454707,5.316825,48.239447,484
A002293,0.054419,2.911036,0.23811,0.781378,15.722081,484
A002294,0.13052,2.036232,0.340407,1.090456,8.984117,484
A002295,1e-06,13.815511,0.050172,0.524382,2.980424,484
A002296,0.172359,1.758176,0.394242,1.284616,3.461382,484
A002297,0.02838,3.562071,0.194591,24.303201,169.787272,483
A002298,0.132792,2.018972,0.343317,3.628382,52.395821,484
A002299,0.06578,2.721446,0.254698,0.015391,0.204247,484
A002300,1e-06,13.815511,0.050172,0.005291,0.065661,484
A002301,0.004696,5.361073,0.129293,0.240595,3.248545,484
A002302,0.023594,3.746776,0.184998,0.219042,1.585968,484
A002303,0.208609,1.567296,0.442257,-0.01374,0.187706,484
A002304,0.067812,2.691009,0.257579,0.104018,3.11005,484
A002305,0.178059,1.725639,0.401676,0.402521,2.297567,484
A002306,0.124947,2.079868,0.333265,0.93333,4.412811,484
